herb_id	herb_pinyin_name	herb_Latin_Name	spectrum_name	herb_origin	herb_origin_pinyin	spectrum_description
7935	WU ZHU YU	Evodia rutaecarpa	HPLC	贵州(道地药材）	 GUI ZHOU (AUTHENTIC HERBS)	S4,S5:4.evodine; S.evodiamine; 8.rutaecarpine
7935	WU ZHU YU	Evodia rutaecarpa	HPLC	浙江	 ZHE JIANG	S4,S9：1.evodin; 6.evodiamine; 7.rutaecarpine
7935	WU ZHU YU	Evodia rutaecarpa	HPLC	河南	 HE NAN	S5:1.evodin; 6.evodiamine; 7.rutaecarpine
7935	WU ZHU YU	Evodia rutaecarpa	HPLC	四川	 SI CHUAN	S6：1.evodin; 6.evodiamine; 7.rutaecarpine
7935	WU ZHU YU	Evodia rutaecarpa	HPLC	江西	 JIANG XI	S8,S18：1.evodin; 6.evodiamine; 7.rutaecarpine
8202	XIA KU CAO	Prunella vulgaris	HPLC	安徽	 AN HUI	1.ursolic acid; 2.oleanolic acid
8202	XIA KU CAO	Prunella vulgaris	HPLC	湖北	 HU BEI	S1,S2,S6
8202	XIA KU CAO	Prunella vulgaris	HPLC	河南	 HE NAN	S3,S5,S7-S10
8202	XIA KU CAO	Prunella vulgaris	HPLC	江苏(道地药材)	 JIANG SU (AUTHENTIC HERBS)	S4
7520	XIANG FU	Cyperus rotundus	HPLC	市售	 SHI SHOU	S15:α- cyperone
7520	XIANG FU	Cyperus rotundus	HPLC	海南	 HAI NAN	S15:α- cyperone
7520	XIANG FU	Cyperus rotundus	HPLC	湛江	 ZHAN JIANG	S15:α- cyperone
5022	XIN JIANG BEI MU	Fritillaria walujewii	HPLC-ELSD	新疆	 XIN JIANG	10.imperialine
7789	YU MI XU	Zea mays	HPLC	湖北武汉	 HU BEI WU HAN	S14:11.rutin; 15.apigenin
7789	YU MI XU	Zea mays	HPLC	河南郑州	 HE NAN ZHENG ZHOU	S15-S24:11.rutin; 15.apigenin
7789	YU MI XU	Zea mays	HPLC	广东茂名	 GUANG DONG MAO MING	S1-S3:11.rutin; 15.apigenin
7789	YU MI XU	Zea mays	HPLC	河北保定	 HE BEI BAO DING	S4-S12:11.rutin; 15.apigenin
5643	YU ZHOU LOU LU	Radix Echinopsis	HPLC	齐源市下冶镇	 QI YUAN SHI XIA YE ZHEN	S1:10.2,2':5',2''-terthiophene 
5643	YU ZHOU LOU LU	Radix Echinopsis	HPLC	新乡市辉县	 XIN XIANG SHI HUI XIAN	S10-S13:10.2,2':5',2''-terthiophene 
5643	YU ZHOU LOU LU	Radix Echinopsis	HPLC	内蒙古鄂尔多斯	 NEI MENG GU E ER DUO SI	S14:10.2,2':5',2''-terthiophene 
5643	YU ZHOU LOU LU	Radix Echinopsis	HPLC	南阳市西峡县	 NAN YANG SHI XI XIA XIAN	S2:10.2,2':5',2''-terthiophene 
5643	YU ZHOU LOU LU	Radix Echinopsis	HPLC	湖北省蕲春县	 HU BEI SHENG QI CHUN XIAN	S3:10.2,2':5',2''-terthiophene 
5643	YU ZHOU LOU LU	Radix Echinopsis	HPLC	焦作市博爱县	 JIAO ZUO SHI BO AI XIAN	S4:10.2,2':5',2''-terthiophene 
5643	YU ZHOU LOU LU	Radix Echinopsis	HPLC	南阳	 NAN YANG	S5:10.2,2':5',2''-terthiophene 
5643	YU ZHOU LOU LU	Radix Echinopsis	HPLC	陕西省太白县	 SHAN XI SHENG TAI BAI XIAN	S6:10.2,2':5',2''-terthiophene 
5643	YU ZHOU LOU LU	Radix Echinopsis	HPLC	山东省沂南县	 SHAN DONG SHENG YI NAN XIAN	S7:10.2,2':5',2''-terthiophene 
5643	YU ZHOU LOU LU	Radix Echinopsis	HPLC	山西省广灵县	 SHAN XI SHENG GUANG LING XIAN	S8:10.2,2':5',2''-terthiophene 
5643	YU ZHOU LOU LU	Radix Echinopsis	HPLC	洛阳市栾川县	 LUO YANG SHI LUAN CHUAN XIAN	S9:10.2,2':5',2''-terthiophene 
8088	YU ZHU	Polygonatum odoratum  [Syn.  Polygonatum officinale]	HPLC	浙江磐安	 ZHE JIANG PAN AN	1.aspartate; 2.glutamic acid; 3.unknown peaks; 4.serine; 5.arginine6.threonine; 7.glycine; 8. unknown peaks; 9. proline; 10.valine; 11.Unknown peaks; 12.methionine; 13.isoleucine; 14.unknown peaks; 15.lysine; 16.histidine; 17.tyrosine
7504	YUAN HUA	Daphne genkwa	HPLC	安徽	 AN HUI	S10-S14:3.luteolin -5-O-β-D- glucoside; 6.apigenin -5-O-β-D- glucoside; 8.genkwanin -5-O-β-D- glucoside primrose;9.apigenin -7-O-β-D- glucuronide;10.genkwanin -5-O-β-D-glucoside; 12.linden glycosides; 13.luteolin;14.apigenin;15.hydroxy genkwanin16.genkwanin
7504	YUAN HUA	Daphne genkwa	HPLC	浙江	 ZHE JIANG	S15-S18:3.luteolin -5-O-β-D- glucoside; 6.apigenin -5-O-β-D- glucoside; 8.genkwanin -5-O-β-D- glucoside primrose;9.apigenin -7-O-β-D- glucuronide;10.genkwanin -5-O-β-D-glucoside; 12.linden glycosides; 13.luteolin;14.apigenin;15.hydroxy genkwanin16.genkwanin
7504	YUAN HUA	Daphne genkwa	HPLC	山东	 SHAN DONG	S19-S21:3.luteolin -5-O-β-D- glucoside; 6.apigenin -5-O-β-D- glucoside; 8.genkwanin -5-O-β-D- glucoside primrose;9.apigenin -7-O-β-D- glucuronide;10.genkwanin -5-O-β-D-glucoside; 12.linden glycosides; 13.luteolin;14.apigenin;15.hydroxy genkwanin16.genkwanin
7504	YUAN HUA	Daphne genkwa	HPLC	河南	 HE NAN	S1-S5:3.luteolin -5-O-β-D- glucoside; 6.apigenin -5-O-β-D- glucoside; 8.genkwanin -5-O-β-D- glucoside primrose;9.apigenin -7-O-β-D- glucuronide;10.genkwanin -5-O-β-D-glucoside; 12.linden glycosides; 13.luteolin;14.apigenin;15.hydroxy genkwanin16.genkwanin
7504	YUAN HUA	Daphne genkwa	HPLC	湖北	 HU BEI	S6-S9:3.luteolin -5-O-β-D- glucoside; 6.apigenin -5-O-β-D- glucoside; 8.genkwanin -5-O-β-D- glucoside primrose;9.apigenin -7-O-β-D- glucuronide;10.genkwanin -5-O-β-D-glucoside; 12.linden glycosides; 13.luteolin;14.apigenin;15.hydroxy genkwanin16.genkwanin
5619	ZAO XIU	Paris polyphylla	HPLC	云南丽江(道地药材）	 YUN NAN LI JIANG (AUTHENTIC HERBS)	S1,S8
5619	ZAO XIU	Paris polyphylla	HPLC	云南大理(道地药材）	 YUN NAN DA LI (AUTHENTIC HERBS)	S10
5619	ZAO XIU	Paris polyphylla	HPLC	四川峨眉山	 SI CHUAN E MEI SHAN	S2
5619	ZAO XIU	Paris polyphylla	HPLC	甘肃天水	 GAN SU TIAN SHUI	S3
5619	ZAO XIU	Paris polyphylla	HPLC	云南保山(道地药材）	 YUN NAN BAO SHAN (AUTHENTIC HERBS)	S4
5619	ZAO XIU	Paris polyphylla	HPLC	贵州遵义	 GUI ZHOU ZUN YI	S5
5619	ZAO XIU	Paris polyphylla	HPLC	贵州安顺	 GUI ZHOU AN SHUN	S6
5619	ZAO XIU	Paris polyphylla	HPLC	甘肃天水	 GAN SU TIAN SHUI	S7
5619	ZAO XIU	Paris polyphylla	HPLC	四川阿坝州	 SI CHUAN A BA ZHOU	S9
7358	ZE QI	Euphorbia helioscopia	HPLC	甘肃	 GAN SU	23.472min：hyperoside; 49.250min:myricetin; 65.884:quercetin
8019	ZHANG YE BAN XIA	Pinellia pedatisecta	HPLC	陕西汉中	 SHAN XI HAN ZHONG	A1:9.adenosine
8019	ZHANG YE BAN XIA	Pinellia pedatisecta	HPLC	安徽亳州	 AN HUI BO ZHOU	A2:9.adenosine
8019	ZHANG YE BAN XIA	Pinellia pedatisecta	HPLC	河北安国	 HE BEI AN GUO	A3:9.adenosine
8019	ZHANG YE BAN XIA	Pinellia pedatisecta	HPLC	河北保定	 HE BEI BAO DING	A4:9.adenosine
8019	ZHANG YE BAN XIA	Pinellia pedatisecta	HPLC	湖南浏阳	 HU NAN LIU YANG	A5:9.adenosine
8019	ZHANG YE BAN XIA	Pinellia pedatisecta	HPLC	山东菏泽	 SHAN DONG HE ZE	A6:9.adenosine
8019	ZHANG YE BAN XIA	Pinellia pedatisecta	HPLC	四川成都	 SI CHUAN CHENG DU	A7:9.adenosine
5615	ZHE BEI MU	Fritillaria verticillata var.  thunbergii [Syn.  Fritillaria thunbergii ]	HPLC	浙江(道地药材）	 ZHE JIANG (AUTHENTIC HERBS)	S1-S16:4.peimine; 6.peiminine 
5777	ZHI KE	Citrus aurantium	HPLC	广西	 GUANG XI	S12: 3.narirutin; 4.hesperidin; 5.neohesperidin  
5777	ZHI KE	Citrus aurantium	HPLC	江西(道地药材)	 JIANG XI (AUTHENTIC HERBS)	S1-S15:1.naringin; 2.narirutin; 5.neohesperidin
5777	ZHI KE	Citrus aurantium	HPLC	湖南	 HU NAN	S6: 3.narirutin; 4.hesperidin; 5.neohesperidin  
7133	ZHI SHOU WU	Radix Polygoni Multiflori Preparata	HPLC	四川	 SI CHUAN	S1,S2,S9:5(S）.2, 3, 5, 4 '- tetrahydroxy stilbene -2-O-β -D- glucoside
7133	ZHI SHOU WU	Radix Polygoni Multiflori Preparata	HPLC	甘肃	 GAN SU	S10:5(S）.2, 3, 5, 4 '- tetrahydroxy stilbene -7-O-β -D- glucoside
7133	ZHI SHOU WU	Radix Polygoni Multiflori Preparata	HPLC	湖南	 HU NAN	S3:5(S）.2, 3, 5, 4 '- tetrahydroxy stilbene -3-O-β -D- glucoside
7133	ZHI SHOU WU	Radix Polygoni Multiflori Preparata	HPLC	湖北	 HU BEI	S4.S7,S8:5(S）.2, 3, 5, 4 '- tetrahydroxy stilbene -4-O-β -D- glucoside
7133	ZHI SHOU WU	Radix Polygoni Multiflori Preparata	HPLC	安徽	 AN HUI	S5:5(S）.2, 3, 5, 4 '- tetrahydroxy stilbene -5-O-β -D- glucoside
7133	ZHI SHOU WU	Radix Polygoni Multiflori Preparata	HPLC	贵州	 GUI ZHOU	S6:5(S）.2, 3, 5, 4 '- tetrahydroxy stilbene -6-O-β -D- glucoside
7138	ZHU BAI	Myrica nagi [Syn.  Podocarpus nagi]	RP-HPLC	广东广州	 GUANG DONG GUANG ZHOU	amentoflavone
5207	SHE GAN	Belamcanda chinensis	HPLC	内蒙古锡林浩特	 NEI MENG GU XI LIN HAO TE	S1：6.tectoridin; 7.iristectorin A; 8. iristectorin B; 9.iridin; 11. tectorigenin; 12. iristectorigenin A; 13. irigenin
5207	SHE GAN	Belamcanda chinensis	HPLC	湖北武汉	 HU BEI WU HAN	S2：6.tectoridin; 7.iristectorin A; 8. iristectorin B; 9.iridin; 11. tectorigenin; 12. iristectorigenin A; 13. irigenin
5207	SHE GAN	Belamcanda chinensis	HPLC	安徽阜阳(道地药材）	 AN HUI FU YANG (AUTHENTIC HERBS)	S3：6.tectoridin; 7.iristectorin A; 8. iristectorin B; 9.iridin; 11. tectorigenin; 12. iristectorigenin A; 13. irigenin
5207	SHE GAN	Belamcanda chinensis	HPLC	河北邯郸	 HE BEI HAN DAN	S4：6.tectoridin; 7.iristectorin A; 8. iristectorin B; 9.iridin; 11. tectorigenin; 12. iristectorigenin A; 13. irigenin
5207	SHE GAN	Belamcanda chinensis	HPLC	广西柳州	 GUANG XI LIU ZHOU	S5：6.tectoridin; 7.iristectorin A; 8. iristectorin B; 9.iridin; 11. tectorigenin; 12. iristectorigenin A; 13. irigenin
5207	SHE GAN	Belamcanda chinensis	HPLC	陕西晋中	 SHAN XI JIN ZHONG	S6：6.tectoridin; 7.iristectorin A; 8. iristectorin B; 9.iridin; 11. tectorigenin; 12. iristectorigenin A; 13. irigenin
5207	SHE GAN	Belamcanda chinensis	HPLC	江西泰和	 JIANG XI TAI HE	S7：6.tectoridin; 7.iristectorin A; 8. iristectorin B; 9.iridin; 11. tectorigenin; 12. iristectorigenin A; 13. irigenin
5207	SHE GAN	Belamcanda chinensis	HPLC	江苏泰州	 JIANG SU TAI ZHOU	S8：6.tectoridin; 7.iristectorin A; 8. iristectorin B; 9.iridin; 11. tectorigenin; 12. iristectorigenin A; 13. irigenin
5207	SHE GAN	Belamcanda chinensis	HPLC	南京植物园	 NAN JING ZHI WU YUAN	S9：6.tectoridin; 7.iristectorin A; 8. iristectorin B; 9.iridin; 11. tectorigenin; 12. iristectorigenin A; 13. irigenin
5207	SHE GAN	Belamcanda chinensis	HPLC	江苏宿迁	 JIANG SU SU QIAN	S10：6.tectoridin; 7.iristectorin A; 8. iristectorin B; 9.iridin; 11. tectorigenin; 12. iristectorigenin A; 13. irigenin
5207	SHE GAN	Belamcanda chinensis	HPLC	上海	 SHANG HAI	S11：6.tectoridin; 7.iristectorin A; 8. iristectorin B; 9.iridin; 11. tectorigenin; 12. iristectorigenin A; 13. irigenin
5207	SHE GAN	Belamcanda chinensis	HPLC	浙江杭州	 ZHE JIANG HANG ZHOU	S12：6.tectoridin; 7.iristectorin A; 8. iristectorin B; 9.iridin; 11. tectorigenin; 12. iristectorigenin A; 13. irigenin
5207	SHE GAN	Belamcanda chinensis	HPLC	山东济南	 SHAN DONG JI NAN	S13：6.tectoridin; 7.iristectorin A; 8. iristectorin B; 9.iridin; 11. tectorigenin; 12. iristectorigenin A; 13. irigenin
5207	SHE GAN	Belamcanda chinensis	HPLC	天津	 TIAN JIN	S14：6.tectoridin; 7.iristectorin A; 8. iristectorin B; 9.iridin; 11. tectorigenin; 12. iristectorigenin A; 13. irigenin
5207	SHE GAN	Belamcanda chinensis	HPLC	北京	 BEI JING	S15：6.tectoridin; 7.iristectorin A; 8. iristectorin B; 9.iridin; 11. tectorigenin; 12. iristectorigenin A; 13. irigenin
4696	FANG JI	Stephania tetrandra	HPLC	江西	 JIANG XI	5.fangchinoline; 7.tetrandrine
4738	JI XUE CAO	Centella asiatica	HPLC	福建厦门	 FU JIAN SHA MEN	A:6.asiaticoside 
4738	JI XUE CAO	Centella asiatica	HPLC	海南海口	 HAI NAN HAI KOU	B:6.asiaticoside 
4738	JI XUE CAO	Centella asiatica	HPLC	云南曲靖	 YUN NAN QU JING	C:6.asiaticoside 
4738	JI XUE CAO	Centella asiatica	HPLC	江西南昌	 JIANG XI NAN CHANG	D:6.asiaticoside 
4738	JI XUE CAO	Centella asiatica	HPLC	安徽滁州	 AN HUI CHU ZHOU	E:6.asiaticoside 
4738	JI XUE CAO	Centella asiatica	HPLC	贵州贵阳	 GUI ZHOU GUI YANG	F:6.asiaticoside 
4738	JI XUE CAO	Centella asiatica	HPLC	广东汕头	 GUANG DONG SHAN TOU	G:6.asiaticoside 
4738	JI XUE CAO	Centella asiatica	HPLC	江苏南京	 JIANG SU NAN JING	H:6.asiaticoside 
4738	JI XUE CAO	Centella asiatica	HPLC	江苏宜兴	 JIANG SU YI XING	I:6.asiaticoside 
4738	JI XUE CAO	Centella asiatica	HPLC	江西九江	 JIANG XI JIU JIANG	J:6.asiaticoside 
4738	JI XUE CAO	Centella asiatica	HPLC	湖北武汉	 HU BEI WU HAN	K:6.asiaticoside 
4738	JI XUE CAO	Centella asiatica	HPLC	重庆	 ZHONG QING	L:6.asiaticoside 
4738	JI XUE CAO	Centella asiatica	HPLC	广西兴安	 GUANG XI XING AN	M:6.asiaticoside 
4738	JI XUE CAO	Centella asiatica	HPLC	浙江杭州	 ZHE JIANG HANG ZHOU	N:6.asiaticoside 
4738	JI XUE CAO	Centella asiatica	HPLC	广东广州	 GUANG DONG GUANG ZHOU	O:6.asiaticoside 
4738	JI XUE CAO	Centella asiatica	HPLC	湖南长沙	 HU NAN CHANG SHA	P:6.asiaticoside 
4776	QIANG HUO	Notopterygium incisum	HPLC	上海	 SHANG HAI	S1：1.apterin; 3 nodakenin; 6.Angelica lactone; 9.bergamot lactone; 11.bergamot lactone
4776	QIANG HUO	Notopterygium incisum	HPLC	吉林四平	 JI LIN SI PING	S2：1.apterin; 3 nodakenin; 6.Angelica lactone; 9.bergamot lactone; 11.bergamot lactone
4776	QIANG HUO	Notopterygium incisum	HPLC	吉林松原	 JI LIN SONG YUAN	S3：1.apterin; 3 nodakenin; 6.Angelica lactone; 9.bergamot lactone; 11.bergamot lactone
4776	QIANG HUO	Notopterygium incisum	HPLC	浙江杭州	 ZHE JIANG HANG ZHOU	S4：1.apterin; 3 nodakenin; 6.Angelica lactone; 9.bergamot lactone; 11.bergamot lactone
4776	QIANG HUO	Notopterygium incisum	HPLC	河北石家庄	 HE BEI SHI JIA ZHUANG	S5：1.apterin; 3 nodakenin; 6.Angelica lactone; 9.bergamot lactone; 11.bergamot lactone
4776	QIANG HUO	Notopterygium incisum	HPLC	山东青岛	 SHAN DONG QING DAO	S6：1.apterin; 3 nodakenin; 6.Angelica lactone; 9.bergamot lactone; 11.bergamot lactone
4776	QIANG HUO	Notopterygium incisum	HPLC	四川成都	 SI CHUAN CHENG DU	S7：1.apterin; 3 nodakenin; 6.Angelica lactone; 9.bergamot lactone; 11.bergamot lactone
4776	QIANG HUO	Notopterygium incisum	HPLC	安徽合肥	 AN HUI HE FEI	S8：1.apterin; 3 nodakenin; 6.Angelica lactone; 9.bergamot lactone; 11.bergamot lactone
4776	QIANG HUO	Notopterygium incisum	HPLC	辽宁大连	 LIAO NING DA LIAN	S9：1.apterin; 3 nodakenin; 6.Angelica lactone; 9.bergamot lactone; 11.bergamot lactone
4776	QIANG HUO	Notopterygium incisum	HPLC	北京	 BEI JING	S10：1.apterin; 3 nodakenin; 6.Angelica lactone; 9.bergamot lactone; 11.bergamot lactone
4889	MU GUA	Chaenomeles sinensis	HPLC	贵州	 GUI ZHOU	S1：ursolic
4889	MU GUA	Chaenomeles sinensis	HPLC	重庆	 ZHONG QING	S2,S4-S6,S8,S9,S16,S18,S19:ursolic
4889	MU GUA	Chaenomeles sinensis	HPLC	山东	 SHAN DONG	S3:ursolic
4889	MU GUA	Chaenomeles sinensis	HPLC	云南	 YUN NAN	S7,S11:ursolic
4889	MU GUA	Chaenomeles sinensis	HPLC	四川	 SI CHUAN	S10:ursolic
4889	MU GUA	Chaenomeles sinensis	HPLC	湖北	 HU BEI	S12:ursolic
4889	MU GUA	Chaenomeles sinensis	HPLC	浙江	 ZHE JIANG	S13:ursolic
4889	MU GUA	Chaenomeles sinensis	HPLC	湖南	 HU NAN	S14:ursolic
4889	MU GUA	Chaenomeles sinensis	HPLC	安徽宣城(道地药材）	 AN HUI XUAN CHENG (AUTHENTIC HERBS)	S15:ursolic
4889	MU GUA	Chaenomeles sinensis	HPLC	四川	 SI CHUAN	S17:ursolic
4918	XIAN HE CAO	Agrimonia pilosa var. japonica	HPLC	江苏	 JIANG SU	none
4918	XIAN HE CAO	Agrimonia pilosa var. japonica	HPLC	浙江	 ZHE JIANG	none
4918	XIAN HE CAO	Agrimonia pilosa var. japonica	HPLC	安徽	 AN HUI	none
4918	XIAN HE CAO	Agrimonia pilosa var. japonica	HPLC	山东	 SHAN DONG	none
4918	XIAN HE CAO	Agrimonia pilosa var. japonica	HPLC	黑龙江	 HEI LONG JIANG	none
4918	XIAN HE CAO	Agrimonia pilosa var. japonica	HPLC	云南	 YUN NAN	none
4918	XIAN HE CAO	Agrimonia pilosa var. japonica	HPLC	湖北	 HU BEI	none
4918	XIAN HE CAO	Agrimonia pilosa var. japonica	HPLC	河北	 HE BEI	none
5016	CHUAN MU XIANG	Vladimiria souliei  [Syn.  Jurinea souliei]	HPLC	四川	 SI CHUAN	27.costunolide; 29.dehydrocostuslactone
5519	SHU WEI CAO	NA	HPLC	北京	 BEI JING	c:A.dihydrotanshinoneⅠ, B. tanshinoneⅠ, C. tanshinone ⅡA
3525	SHA ZAO	Elaeagnus angustifolia	HPLC	新疆	 XIN JIANG	8.Quercetin
3526	ZHEN ZHU	Margarita	HPLC	浙江	 ZHE JIANG	1-Asp 2-Glu 3-Ser 4-Gly 5-Arg 6(S1)-Ala 7-Leu S2-Leu8-Phe 9-Lys
1799	CHOU LENG SHAN	Abies nephrolepis	GC	吉林	 JI LIN	8.limonene；12.bornylacetate;10.borneol;3.a-bisabolol
3548	XIANG JIA PI	Periploca sepium	UPLC	山西	 SHAN XI	S1-15:1.Chlorogenic acid；2.2.4 - methoxy salicylic acid；3.Bar willow poison bitter
3548	XIANG JIA PI	Periploca sepium	UPLC	河南	 HE NAN	H1-15:1.Chlorogenic acid；2.2.4 - methoxy salicylic acid；3.Bar willow poison bitter
3550	KUN MING SHAN HAI TANG	Tripterygium hypoglaucum	HPLC	云南	 YUN NAN	
3554	JING JIE GEN	NA	HPLC	江西	 JIANG XI	1.oleanolic acid;2.ursolic aacid
3559	DONG BEI LONG DAN	Gentiana manshurica	HPLC	辽宁	 LIAO NING	7.Gentian bitter glycosides
3567	ZHI QIAO	Fructus Aurantii	HPLC	江西	 JIANG XI	S1,2,5,6,9,10;1.naringin;2.New hesperidin;3.Zinn Flynn
3567	ZHI QIAO	Fructus Aurantii	HPLC	四川	 SI CHUAN	S7,8:3.naringin;5.New hesperidin;6.Zinn Flynn
3567	ZHI QIAO	Fructus Aurantii	HPLC	湖南	 HU NAN	S3,4:3.naringin;5.New hesperidin;6.Zinn Flynn
3607	GUANG SHI WEI	Pyrrosia calvata	HPLC	广西	 GUANG XI	S.mangiferin；
3617	SAN QI YE	NA	HPLC	云南文山州砚山县江那镇	 YUN NAN WEN SHAN ZHOU YAN SHAN XIAN JIANG NA ZHEN	S.Ginseng saponin
3648	HONG PI YUN SHAN	Picea koraiensis	GC-MS	小兴安岭地区	 XIAO XING AN LING DI QU	10.bornyl acetate；5.camphor ；16.Cadinene；7.Borneol
3655	LU JIAO JIAO	Pulvis Cornu Cervi	HPLC	市售	 SHI SHOU	1. Nmda;2. Glutamic acid;3.Hydroxyproline;4.Serine;5.Glycine;6.Arginine;7.Alanine;8.Proline;9.Valine.10.Isoleucine.11.Leucine.12.Phenylalanine;13. Lysine
3668	YANG CHANG CHUN TENG	Hedera helix	HPLC	湖南长沙	 HU NAN CHANG SHA	S1,2,3,4:7-hederacoside C 12-α-hederin
3668	YANG CHANG CHUN TENG	Hedera helix	HPLC	山东潍坊	 SHAN DONG WEI FANG	S5,6,7,8,9:7-hederacoside C 12-α-hederin
3668	YANG CHANG CHUN TENG	Hedera helix	HPLC	江苏宿迁	 JIANG SU SU QIAN	S10,11,12,13:7-hederacoside C 12-α-hederin
3668	YANG CHANG CHUN TENG	Hedera helix	HPLC	上海	 SHANG HAI	S14,15,16,17:7-hederacoside C 12-α-hederin
3673	NIU BANG ZI	Arctium lappa	HPLC	甘肃	 GAN SU	S2:27min出现arctiin 
3673	NIU BANG ZI	Arctium lappa	HPLC	东北	 DONG BEI	S4:27min出现arctiin
3673	NIU BANG ZI	Arctium lappa	HPLC	山东	 SHAN DONG	S6:27min出现arctiin
3673	NIU BANG ZI	Arctium lappa	HPLC	辽宁	 LIAO NING	S8:27min出现arctiin
3673	NIU BANG ZI	Arctium lappa	HPLC	吉林	 JI LIN	S10:29min出现arctiin
3673	NIU BANG ZI	Arctium lappa	HPLC	西安	 XI AN	S12:27min出现arctiin
3673	NIU BANG ZI	Arctium lappa	HPLC	天津	 TIAN JIN	S14:27min出现arctiin
3673	NIU BANG ZI	Arctium lappa	HPLC	四川	 SI CHUAN	S16:27min出现arctiin
3673	NIU BANG ZI	Arctium lappa	HPLC	天津	 TIAN JIN	S18:27min出现arctiin
3673	NIU BANG ZI	Arctium lappa	HPLC	陕西	 SHAN XI	S20:27min出现arctiin
3675	BEI DOU GEN	Rhizoma Menispermi	HPLC	承德	 CHENG DE	S1,2,3,4,5:2.daurisoline；3.Dauricine
3675	BEI DOU GEN	Rhizoma Menispermi	HPLC	河北省	 HE BEI SHENG	S6,7,8,9,10:4.daurisoline；5.Dauricine
3675	BEI DOU GEN	Rhizoma Menispermi	HPLC	东北某省(道地药材）	 DONG BEI MOU SHENG (AUTHENTIC HERBS)	S11,12,13：4.daurisoline；5.Dauricine
3675	BEI DOU GEN	Rhizoma Menispermi	HPLC	甘肃省	 GAN SU SHENG	S14：4.daurisoline；5.Dauricine
3675	BEI DOU GEN	Rhizoma Menispermi	HPLC	陕西省	 SHAN XI SHENG	S15：4.daurisoline；6.Dauricine
3675	BEI DOU GEN	Rhizoma Menispermi	HPLC	内蒙	 NEI MENG	S16：4.daurisoline；7.Dauricine
3675	BEI DOU GEN	Rhizoma Menispermi	HPLC	宁夏	 NING XIA	S17：4.daurisoline；8.Dauricine
3696	QIAN CAO	Radix Rubiae	HPLC	河南	 HE NAN	S1-14:11.mollugin 
3717	WU SHAN YIN YANG HUO	Epimedium wushanense	HPLC	贵州	 GUI ZHOU	6.icariin；4.Epidemin C
3734	GUI ZHEN CAO	Bidens bipinnata	HPLC	广西	 GUANG XI	53min时,quercetin;74min时,hyperoside;
3736	E ZHU YOU	Oleum Curcumae	HPLC	广西	 GUANG XI	S. Furanodiene;
3743	DU HENG	Asarum forbesii	HPLC	市售	 SHI SHOU	1. Sassafras ether 2.Phenol  methyl J fragrant.3.Asarone 4.Lam balsam element 5.isasarone 6.N a isobutyl a 2, 4, 8, 1 to 12 carbon four phthalein amine
3755	HONG HUA JIAO	Zanthoxylum rubescens	HPLC	四川	 SI CHUAN	S19-24,26-29,31-33:30min处Hydroxy -gamma mountain pepper or 2 '- hydroxy - N -isobutyl -2,4,8,10,12 - tetradecyl five levels
3755	HONG HUA JIAO	Zanthoxylum rubescens	HPLC	甘肃	 GAN SU	S25,30:30min处Hydroxy -gamma mountain pepper or 2 '- hydroxy - N -isobutyl -2,4,8,10,13 - tetradecyl five levels
3772	SHU ZHANG LAO GUAN CAO	Geranium sibiricum	HPLC	吉林	 JI LIN	S1-5:1. gallic acid 2. protocatechuic acid 17.Quercetin 18.The mountain naphthalene element - 3, 7 - O - alpha - 2 rat lee indican 19.Mountain naphthalene
3772	SHU ZHANG LAO GUAN CAO	Geranium sibiricum	HPLC	黑龙江	 HEI LONG JIANG	S6-11:1. gallic acid 2. protocatechuic acid 17.Quercetin 18.The mountain naphthalene element - 3, 7 - O - alpha - 2 rat lee indican 20.Mountain naphthalene
3772	SHU ZHANG LAO GUAN CAO	Geranium sibiricum	HPLC	辽宁	 LIAO NING	S12-20:1. gallic acid 2. protocatechuic acid 17.Quercetin 18.The mountain naphthalene element - 3, 7 - O - alpha - 2 rat lee indican 21.Mountain naphthalene
3785	SAN YE QING	Radix Tetrastigmatis Hemsleyani	HPLC	浙江	 ZHE JIANG	7.Beta sitosterol
7034	BI CHENG QIE	Piper cubeba	GC	福建龙岩	 FU JIAN LONG YAN	S1:1.α-pinene; 3.β-pinene; 4.myrcene; 5.6-methyl-5-hepten-2-one;7.limonene; 8.linalool; 10.β-citral; 11.α-citral
7034	BI CHENG QIE	Piper cubeba	GC	广东	 GUANG DONG	S2:1.α-pinene; 3.β-pinene; 4.myrcene; 5.6-methyl-5-hepten-2-one;7.limonene; 8.linalool; 10.β-citral; 12.α-citral
3811	TIAN NAN XING	Arisaema consanguineum	HPLC	安徽	 AN HUI	S8.10:1.Adenine;2.Hypoxanthine;3. Xanthine;4. Uridine.6.Guanylic;7. Adenosine;11. Schiavo Joeglycosides;12.Different schiavo glycosides
3811	TIAN NAN XING	Arisaema consanguineum	HPLC	四川	 SI CHUAN	S9.11:1.Adenine;2.Hypoxanthine;3. Xanthine;4. Uridine.6.Guanylic;7. Adenosine;11. Schiavo Joeglycosides;13.Different schiavo glycosides
3826	MEI WEI MI HOU TAO	Actinidia deliciosa	HPLC	广西	 GUANG XI	12.quercitrin
3850	LUO TUO CI	Alhagi pseudalhagi	HPLC	新疆	 XIN JIANG	10.Different rat Li Su - 3 - O - beta - D - galactose - (6 -) 1 - alpha - L -buckthorn glycoside；11.Different rat Li Su - 3 - O - beta - D - rue glucoside
